Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E274,Catherine Navarro,Data Science,12.1,,Pune,"Worked on projects involving Data Engineering, NoSQL Database Management, and Scrum. Delivered solutions for retail domain.",data engineering nosql database management scrum involving data engineering nosql database management scrum,Expert,data engineering nosql database management scrum involving data engineering nosql database management scrum,False
E275,Erik Beard,Data Science,10.7,,Mumbai,"Worked on projects involving CI/CD Pipelines, Azure, and Mobile Development. Delivered solutions for healthcare domain.",ci/cd pipelines azure mobile development involving ci/cd pipelines azure mobile development,Senior,ci/cd pipelines azure mobile development involving ci/cd pipelines azure mobile development,False
E276,Sabrina Rose,Cloud Engineering,1.9,,Pune,"Worked on projects involving Data Warehousing, NoSQL, and TensorFlow. Delivered solutions for healthcare domain.",data warehousing nosql tensorflow involving data warehousing nosql tensorflow,Junior,data warehousing nosql tensorflow involving data warehousing nosql tensorflow,False
E277,Tracey Castaneda,Software Development,2.4,,Mumbai,"Worked on projects involving Machine Learning, Healthcare Analytics, and NoSQL Database Management. Delivered solutions for retail domain.",machine learning healthcare analytics nosql database management involving machine learning healthcare analytics nosql database management,Junior,machine learning healthcare analytics nosql database management involving machine learning healthcare analytics nosql database management,False
E278,Paul Horne,DevOps,2.4,,Chennai,"Worked on projects involving Scrum, API Development, and API Development. Delivered solutions for insurance domain.",scrum api development api development involving scrum api development api development,Junior,scrum api development api development involving scrum api development api development,False
E279,Blake Robinson,Data Science,7.7,,Mumbai,"Worked on projects involving Microservices, Business Intelligence, and AWS. Delivered solutions for healthcare domain.",microservices business intelligence aws involving microservices business intelligence aws,Senior,microservices business intelligence aws involving microservices business intelligence aws,False
E280,Justin Miller,Cybersecurity,9.2,,Mumbai,"Worked on projects involving Python, GraphQL API Development, and Scrum. Delivered solutions for healthcare domain.",python graphql api development scrum involving python graphql api development scrum,Senior,python graphql api development scrum involving python graphql api development scrum,False
E281,Tammy Dominguez,Cloud Engineering,13.3,,Delhi,"Worked on projects involving Scrum, Data Engineering, and Big Data. Delivered solutions for finance domain.",scrum data engineering big data involving scrum data engineering big data,Expert,scrum data engineering big data involving scrum data engineering big data,False
E282,Nicholas Hardy Jr.,Software Development,14.5,,Pune,"Worked on projects involving Incident Response, Cloud Security, and CI/CD. Delivered solutions for retail domain.",incident response cloud security ci/cd involving incident response cloud security ci/cd,Expert,incident response cloud security ci/cd involving incident response cloud security ci/cd,False
E283,Amy Thompson,DevOps,3.0,,Chennai,"Worked on projects involving Mobile Development, Cybersecurity, and Node.js. Delivered solutions for healthcare domain.",mobile development cybersecurity node involving mobile development cybersecurity node,Mid-Level,mobile development cybersecurity node involving mobile development cybersecurity node,False
E284,Brandy Williams,AI Research,2.6,,Pune,"Worked on projects involving Machine Learning, GraphQL, and Agile Project Management. Delivered solutions for retail domain.",machine learning graphql agile management involving machine learning graphql agile management,Junior,machine learning graphql agile management involving machine learning graphql agile management,False
E285,Parker Khan,AI Research,1.2,,Pune,"Worked on projects involving API Development, Docker, and SQL Database Management. Delivered solutions for retail domain.",api development docker sql database management involving api development docker sql database management,Junior,api development docker sql database management involving api development docker sql database management,False
E286,Jose Lucas,Cloud Engineering,9.1,,Pune,"Worked on projects involving Network Security, API Development, and REST APIs. Delivered solutions for insurance domain.",network security api development rest apis involving network security api development rest apis,Senior,network security api development rest apis involving network security api development rest apis,False
E287,Miranda Edwards,AI Research,6.2,,Chennai,"Worked on projects involving Data Quality Management, Container Orchestration, and Incident Response. Delivered solutions for telecom domain.",data quality management container orchestration incident response involving data quality management container orchestration incident response,Mid-Level,data quality management container orchestration incident response involving data quality management container orchestration incident response,False
E288,Andrew Russell,Cybersecurity,13.9,,Pune,"Worked on projects involving REST APIs, Java, and Blockchain. Delivered solutions for telecom domain.",rest apis java blockchain involving rest apis java blockchain,Expert,rest apis java blockchain involving rest apis java blockchain,False
E289,Joseph Phillips,Cybersecurity,11.7,,Mumbai,"Worked on projects involving SQL, Big Data, and Mobile Development. Delivered solutions for retail domain.",sql big data mobile development involving sql big data mobile development,Senior,sql big data mobile development involving sql big data mobile development,False
E290,John Bennett,Cloud Engineering,6.4,,Delhi,"Worked on projects involving Cybersecurity, Robotic Process Automation, and .Net. Delivered solutions for finance domain.",cybersecurity robotic process automation involving cybersecurity robotic process automation,Mid-Level,cybersecurity robotic process automation involving cybersecurity robotic process automation,False
E291,Jamie Armstrong,Cloud Engineering,14.0,,Chennai,"Worked on projects involving Quantum Computing, AWS, and Data Governance. Delivered solutions for finance domain.",quantum computing aws data governance involving quantum computing aws data governance,Expert,quantum computing aws data governance involving quantum computing aws data governance,False
E292,Gavin Ellis,Cybersecurity,9.9,,Mumbai,"Worked on projects involving Data Governance, Node.js, and SQL. Delivered solutions for finance domain.",data governance node involving data governance node,Senior,data governance node involving data governance node,False
E293,Leon Anderson,Cloud Engineering,1.8,,Chennai,"Worked on projects involving Container Orchestration, GraphQL, and Healthcare Analytics. Delivered solutions for telecom domain.",container orchestration graphql healthcare analytics involving container orchestration graphql healthcare analytics,Junior,container orchestration graphql healthcare analytics involving container orchestration graphql healthcare analytics,False
E294,Jonathan Hernandez,DevOps,9.2,,Delhi,"Worked on projects involving GraphQL, Terraform, and Robotic Process Automation. Delivered solutions for retail domain.",graphql terraform robotic process automation involving graphql terraform robotic process automation,Senior,graphql terraform robotic process automation involving graphql terraform robotic process automation,False
E295,Lindsay Kim,Data Science,8.0,,Delhi,"Worked on projects involving AWS, UI/UX Design, and Machine Learning. Delivered solutions for telecom domain.",aws ui/ux design machine learning involving aws ui/ux design machine learning,Senior,aws ui/ux design machine learning involving aws ui/ux design machine learning,False
E296,Alyssa Harris,Cybersecurity,12.8,,Pune,"Worked on projects involving Python, REST APIs, and .Net. Delivered solutions for finance domain.",python rest apis involving python rest apis,Expert,python rest apis involving python rest apis,False
E297,Paul Hamilton,AI Research,10.8,,Mumbai,"Worked on projects involving Penetration Testing, Mobile Development, and Scrum Methodology. Delivered solutions for healthcare domain.",penetration testing mobile development scrum methodology involving penetration testing mobile development scrum methodology,Senior,penetration testing mobile development scrum methodology involving penetration testing mobile development scrum methodology,False
E298,Jennifer Hancock,Data Science,13.7,,Chennai,"Worked on projects involving UI/UX Design, Network Security, and SQL Database Management. Delivered solutions for telecom domain.",ui/ux design network security sql database management involving ui/ux design network security sql database management,Expert,ui/ux design network security sql database management involving ui/ux design network security sql database management,False
E299,Sara Arroyo,Cloud Engineering,13.2,,Delhi,"Worked on projects involving Edge Computing, Azure, and React. Delivered solutions for insurance domain.",edge computing azure react involving edge computing azure react,Expert,edge computing azure react involving edge computing azure react,False
E300,Scott Anderson,Cybersecurity,6.7,,Chennai,"Worked on projects involving SQL, Docker, and Azure. Delivered solutions for retail domain.",sql docker azure involving sql docker azure,Mid-Level,sql docker azure involving sql docker azure,False
E301,Mandy Alvarado,Cloud Engineering,4.3,,Delhi,"Worked on projects involving Python, CI/CD Pipelines, and Blockchain. Delivered solutions for telecom domain.",python ci/cd pipelines blockchain involving python ci/cd pipelines blockchain,Mid-Level,python ci/cd pipelines blockchain involving python ci/cd pipelines blockchain,False
E302,James Knight,AI Research,7.8,,Pune,"Worked on projects involving IoT, API Development, and Docker. Delivered solutions for healthcare domain.",iot api development docker involving iot api development docker,Senior,iot api development docker involving iot api development docker,False
E303,Michael Gonzalez,DevOps,3.1,,Mumbai,"Worked on projects involving Data Mesh Architecture, Big Data, and Data Engineering. Delivered solutions for retail domain.",data mesh architecture big data data engineering involving data mesh architecture big data data engineering,Mid-Level,data mesh architecture big data data engineering involving data mesh architecture big data data engineering,False
E304,Jesus Palmer,Software Development,12.5,,Delhi,"Worked on projects involving Jenkins, Agile, and Terraform. Delivered solutions for telecom domain.",jenkins agile terraform involving jenkins agile terraform,Expert,jenkins agile terraform involving jenkins agile terraform,False
E305,David Mcdowell,Cybersecurity,3.3,,Chennai,"Worked on projects involving Data Visualization, Blockchain, and Blockchain. Delivered solutions for healthcare domain.",data visualization blockchain blockchain involving data visualization blockchain blockchain,Mid-Level,data visualization blockchain blockchain involving data visualization blockchain blockchain,False
E306,Janet Cook,Cloud Engineering,9.3,,Mumbai,"Worked on projects involving CI/CD Pipelines, Network Security, and Cloud Security. Delivered solutions for finance domain.",ci/cd pipelines network security cloud security involving ci/cd pipelines network security cloud security,Senior,ci/cd pipelines network security cloud security involving ci/cd pipelines network security cloud security,False
E307,Edwin Levine,Cloud Engineering,10.0,,Mumbai,"Worked on projects involving CI/CD, Business Intelligence, and Data Warehousing. Delivered solutions for healthcare domain.",ci/cd business intelligence data warehousing involving ci/cd business intelligence data warehousing,Senior,ci/cd business intelligence data warehousing involving ci/cd business intelligence data warehousing,False
E308,Shannon Wood,Cloud Engineering,10.2,,Chennai,"Worked on projects involving Node.js, NoSQL Database Management, and DevOps Practices. Delivered solutions for healthcare domain.",node involving node,Senior,node involving node,False
E309,Caitlin Anderson,Data Science,9.5,,Mumbai,"Worked on projects involving Data Warehousing, Terraform, and Microservices Architecture. Delivered solutions for finance domain.",data warehousing terraform microservices architecture involving data warehousing terraform microservices architecture,Senior,data warehousing terraform microservices architecture involving data warehousing terraform microservices architecture,False
E310,Austin Watson,Data Science,8.5,,Mumbai,"Worked on projects involving Container Orchestration, Microservices, and NLP. Delivered solutions for telecom domain.",container orchestration microservices nlp involving container orchestration microservices nlp,Senior,container orchestration microservices nlp involving container orchestration microservices nlp,False
E311,Brittney Garcia,Software Development,5.6,,Mumbai,"Worked on projects involving NoSQL, Data Engineering, and Scrum. Delivered solutions for telecom domain.",nosql data engineering scrum involving nosql data engineering scrum,Mid-Level,nosql data engineering scrum involving nosql data engineering scrum,False
E312,Susan Moran,Cybersecurity,11.0,,Pune,"Worked on projects involving Data Privacy Compliance, Real-time Data Processing, and Docker. Delivered solutions for retail domain.",data privacy compliance real-time data processing docker involving data privacy compliance real-time data processing docker,Senior,data privacy compliance real-time data processing docker involving data privacy compliance real-time data processing docker,False
E313,David Nguyen,AI Research,14.5,,Mumbai,"Worked on projects involving Mobile Development, Quantum Computing, and NoSQL Database Management. Delivered solutions for healthcare domain.",mobile development quantum computing nosql database management involving mobile development quantum computing nosql database management,Expert,mobile development quantum computing nosql database management involving mobile development quantum computing nosql database management,False
E314,Bryan Rivera,AI Research,14.3,,Delhi,"Worked on projects involving Incident Response, CI/CD Pipelines, and Java. Delivered solutions for retail domain.",incident response ci/cd pipelines java involving incident response ci/cd pipelines java,Expert,incident response ci/cd pipelines java involving incident response ci/cd pipelines java,False
E315,Scott Woodward,DevOps,12.2,,Pune,"Worked on projects involving IoT, Penetration Testing, and CI/CD Pipelines. Delivered solutions for healthcare domain.",iot penetration testing ci/cd pipelines involving iot penetration testing ci/cd pipelines,Expert,iot penetration testing ci/cd pipelines involving iot penetration testing ci/cd pipelines,False
E316,James Taylor,Cloud Engineering,2.3,,Pune,"Worked on projects involving PostgreSQL, NoSQL, and Kubernetes. Delivered solutions for insurance domain.",postgresql nosql kubernetes involving postgresql nosql kubernetes,Junior,postgresql nosql kubernetes involving postgresql nosql kubernetes,False
E317,Rachel Gordon,AI Research,10.9,,Mumbai,"Worked on projects involving Data Engineering, Business Intelligence, and UI/UX Design. Delivered solutions for finance domain.",data engineering business intelligence ui/ux design involving data engineering business intelligence ui/ux design,Senior,data engineering business intelligence ui/ux design involving data engineering business intelligence ui/ux design,False
E318,Isaac Aguilar,Cybersecurity,14.8,,Chennai,"Worked on projects involving Agile, Data Quality Management, and Container Orchestration. Delivered solutions for telecom domain.",agile data quality management container orchestration involving agile data quality management container orchestration,Expert,agile data quality management container orchestration involving agile data quality management container orchestration,False
E319,Theresa Williams,Software Development,13.3,,Pune,"Worked on projects involving Node.js, Data Governance, and Big Data. Delivered solutions for telecom domain.",node involving node,Expert,node involving node,False
E320,Douglas Davis,AI Research,1.5,,Chennai,"Worked on projects involving Terraform, CI/CD Pipelines, and Data Governance. Delivered solutions for healthcare domain.",terraform ci/cd pipelines data governance involving terraform ci/cd pipelines data governance,Junior,terraform ci/cd pipelines data governance involving terraform ci/cd pipelines data governance,False
E321,Nicholas Smith,AI Research,11.0,,Pune,"Worked on projects involving IoT, Agile, and Mobile Development. Delivered solutions for finance domain.",iot agile mobile development involving iot agile mobile development,Senior,iot agile mobile development involving iot agile mobile development,False
E322,Amy Bailey,AI Research,2.7,,Pune,"Worked on projects involving Cybersecurity, Blockchain, and Cybersecurity. Delivered solutions for finance domain.",cybersecurity blockchain cybersecurity involving cybersecurity blockchain cybersecurity,Junior,cybersecurity blockchain cybersecurity involving cybersecurity blockchain cybersecurity,False
E323,Elizabeth Castillo,Software Development,10.0,,Pune,"Worked on projects involving Data Engineering, Data Privacy Compliance, and React. Delivered solutions for insurance domain.",data engineering data privacy compliance react involving data engineering data privacy compliance react,Senior,data engineering data privacy compliance react involving data engineering data privacy compliance react,False
E324,Alex Adams,Data Science,1.3,,Mumbai,"Worked on projects involving Cloud Security, Cybersecurity, and SQL Database Management. Delivered solutions for finance domain.",cloud security cybersecurity sql database management involving cloud security cybersecurity sql database management,Junior,cloud security cybersecurity sql database management involving cloud security cybersecurity sql database management,False
E325,Christopher Parsons,AI Research,7.7,,Delhi,"Worked on projects involving Microservices, Kubernetes, and Cloud Security. Delivered solutions for finance domain.",microservices kubernetes cloud security involving microservices kubernetes cloud security,Senior,microservices kubernetes cloud security involving microservices kubernetes cloud security,False
E326,Christina Gilbert,Data Science,1.7,,Delhi,"Worked on projects involving Terraform, GraphQL, and GraphQL. Delivered solutions for telecom domain.",terraform graphql graphql involving terraform graphql graphql,Junior,terraform graphql graphql involving terraform graphql graphql,False
E327,Darren Smith,Data Science,12.5,,Delhi,"Worked on projects involving Cybersecurity, Incident Response, and Docker. Delivered solutions for insurance domain.",cybersecurity incident response docker involving cybersecurity incident response docker,Expert,cybersecurity incident response docker involving cybersecurity incident response docker,False
E328,Michael Johnson,Data Science,8.8,,Pune,"Worked on projects involving Scrum, Data Privacy Compliance, and Serverless Architecture. Delivered solutions for telecom domain.",scrum data privacy compliance serverless architecture involving scrum data privacy compliance serverless architecture,Senior,scrum data privacy compliance serverless architecture involving scrum data privacy compliance serverless architecture,False
E329,Jonathan Hodges,Cloud Engineering,9.8,,Delhi,"Worked on projects involving Scrum, Data Visualization, and Data Engineering. Delivered solutions for retail domain.",scrum data visualization data engineering involving scrum data visualization data engineering,Senior,scrum data visualization data engineering involving scrum data visualization data engineering,False
E330,Erin Mayo,Cloud Engineering,13.3,,Delhi,"Worked on projects involving SQL, Data Quality Management, and Java. Delivered solutions for retail domain.",sql data quality management java involving sql data quality management java,Expert,sql data quality management java involving sql data quality management java,False
E331,Susan Moore,Cloud Engineering,13.9,,Delhi,"Worked on projects involving Blockchain, Microservices Architecture, and PostgreSQL. Delivered solutions for healthcare domain.",blockchain microservices architecture postgresql involving blockchain microservices architecture postgresql,Expert,blockchain microservices architecture postgresql involving blockchain microservices architecture postgresql,False
E332,Alexander Lopez,Cybersecurity,6.2,,Pune,"Worked on projects involving DevOps Practices, Scrum, and TensorFlow. Delivered solutions for healthcare domain.",devops practices scrum tensorflow involving devops practices scrum tensorflow,Mid-Level,devops practices scrum tensorflow involving devops practices scrum tensorflow,False
E333,Jane Salazar,DevOps,9.3,,Mumbai,"Worked on projects involving Data Visualization, Cybersecurity, and Microservices. Delivered solutions for insurance domain.",data visualization cybersecurity microservices involving data visualization cybersecurity microservices,Senior,data visualization cybersecurity microservices involving data visualization cybersecurity microservices,False
E334,April Jackson,Cloud Engineering,11.6,,Chennai,"Worked on projects involving UI/UX Design, Serverless Architecture, and Scrum Methodology. Delivered solutions for finance domain.",ui/ux design serverless architecture scrum methodology involving ui/ux design serverless architecture scrum methodology,Senior,ui/ux design serverless architecture scrum methodology involving ui/ux design serverless architecture scrum methodology,False
E335,Joseph Chandler,AI Research,5.2,,Delhi,"Worked on projects involving React, Scrum, and Data Lake Implementation. Delivered solutions for healthcare domain.",react scrum data lake implementation involving react scrum data lake implementation,Mid-Level,react scrum data lake implementation involving react scrum data lake implementation,False
E336,Holly Merritt,DevOps,11.8,,Delhi,"Worked on projects involving Data Governance, Azure, and Microservices Architecture. Delivered solutions for healthcare domain.",data governance azure microservices architecture involving data governance azure microservices architecture,Senior,data governance azure microservices architecture involving data governance azure microservices architecture,False
E337,Morgan Dickerson,Software Development,9.5,,Delhi,"Worked on projects involving Data Lake Implementation, Real-time Data Processing, and Container Orchestration. Delivered solutions for healthcare domain.",data lake implementation real-time data processing container orchestration involving data lake implementation real-time data processing container orchestration,Senior,data lake implementation real-time data processing container orchestration involving data lake implementation real-time data processing container orchestration,False
E338,Samuel Garcia Jr.,AI Research,13.7,,Delhi,"Worked on projects involving Kubernetes, Network Security, and Data Warehousing. Delivered solutions for finance domain.",kubernetes network security data warehousing involving kubernetes network security data warehousing,Expert,kubernetes network security data warehousing involving kubernetes network security data warehousing,False
E339,Chase Bauer,AI Research,3.1,,Chennai,"Worked on projects involving Cloud Security, Healthcare Analytics, and REST APIs. Delivered solutions for telecom domain.",cloud security healthcare analytics rest apis involving cloud security healthcare analytics rest apis,Mid-Level,cloud security healthcare analytics rest apis involving cloud security healthcare analytics rest apis,False
E340,Richard Edwards,Software Development,7.8,,Delhi,"Worked on projects involving Scrum Methodology, SQL, and GraphQL. Delivered solutions for healthcare domain.",scrum methodology sql graphql involving scrum methodology sql graphql,Senior,scrum methodology sql graphql involving scrum methodology sql graphql,False
E341,Christopher Skinner,AI Research,2.7,,Pune,"Worked on projects involving REST APIs, CI/CD Pipelines, and Quantum Computing. Delivered solutions for insurance domain.",rest apis ci/cd pipelines quantum computing involving rest apis ci/cd pipelines quantum computing,Junior,rest apis ci/cd pipelines quantum computing involving rest apis ci/cd pipelines quantum computing,False
E342,Karen Hall,Cybersecurity,7.4,,Mumbai,"Worked on projects involving Real-time Data Processing, Data Visualization, and Incident Response. Delivered solutions for insurance domain.",real-time data processing data visualization incident response involving real-time data processing data visualization incident response,Senior,real-time data processing data visualization incident response involving real-time data processing data visualization incident response,False
E343,Gary Scott,Software Development,5.8,,Pune,"Worked on projects involving Big Data, Real-time Data Processing, and Cloud Security. Delivered solutions for insurance domain.",big data real-time data processing cloud security involving big data real-time data processing cloud security,Mid-Level,big data real-time data processing cloud security involving big data real-time data processing cloud security,False
E344,Derek Powers,Software Development,1.1,,Delhi,"Worked on projects involving Incident Response, PostgreSQL, and Data Mesh Architecture. Delivered solutions for healthcare domain.",incident response postgresql data mesh architecture involving incident response postgresql data mesh architecture,Junior,incident response postgresql data mesh architecture involving incident response postgresql data mesh architecture,False
E345,Patrick Robinson,Cloud Engineering,13.4,,Delhi,"Worked on projects involving Microservices Architecture, GraphQL API Development, and Agile. Delivered solutions for finance domain.",microservices architecture graphql api development agile involving microservices architecture graphql api development agile,Expert,microservices architecture graphql api development agile involving microservices architecture graphql api development agile,False
E346,Christopher Boyd,AI Research,3.5,,Chennai,"Worked on projects involving Edge Computing, Data Lake Implementation, and Data Quality Management. Delivered solutions for retail domain.",edge computing data lake implementation data quality management involving edge computing data lake implementation data quality management,Mid-Level,edge computing data lake implementation data quality management involving edge computing data lake implementation data quality management,False
E347,Robin Gomez,Cybersecurity,8.2,,Mumbai,"Worked on projects involving Robotic Process Automation, SQL Database Management, and SQL Database Management. Delivered solutions for finance domain.",robotic process automation sql database management sql database management involving robotic process automation sql database management sql database management,Senior,robotic process automation sql database management sql database management involving robotic process automation sql database management sql database management,False
E348,Christopher Harrison,Cybersecurity,8.3,,Pune,"Worked on projects involving Data Lake Implementation, Terraform, and Scrum Methodology. Delivered solutions for telecom domain.",data lake implementation terraform scrum methodology involving data lake implementation terraform scrum methodology,Senior,data lake implementation terraform scrum methodology involving data lake implementation terraform scrum methodology,False
E349,Justin Bell,DevOps,3.1,,Pune,"Worked on projects involving Container Orchestration, Mobile Development, and Kubernetes. Delivered solutions for retail domain.",container orchestration mobile development kubernetes involving container orchestration mobile development kubernetes,Mid-Level,container orchestration mobile development kubernetes involving container orchestration mobile development kubernetes,False
E350,George Jackson,Data Science,13.7,,Mumbai,"Worked on projects involving Scrum Methodology, SQL Database Management, and Serverless Architecture. Delivered solutions for healthcare domain.",scrum methodology sql database management serverless architecture involving scrum methodology sql database management serverless architecture,Expert,scrum methodology sql database management serverless architecture involving scrum methodology sql database management serverless architecture,False
E351,Lisa Caldwell,DevOps,8.9,,Mumbai,"Worked on projects involving Agile, Data Lake Implementation, and DevOps Practices. Delivered solutions for telecom domain.",agile data lake implementation devops practices involving agile data lake implementation devops practices,Senior,agile data lake implementation devops practices involving agile data lake implementation devops practices,False
E352,Desiree Hill,AI Research,14.9,,Pune,"Worked on projects involving Healthcare Analytics, Mobile Development, and NoSQL Database Management. Delivered solutions for telecom domain.",healthcare analytics mobile development nosql database management involving healthcare analytics mobile development nosql database management,Expert,healthcare analytics mobile development nosql database management involving healthcare analytics mobile development nosql database management,False
E353,Katherine Allen,Cybersecurity,10.1,,Delhi,"Worked on projects involving Business Intelligence, API Development, and Machine Learning. Delivered solutions for retail domain.",business intelligence api development machine learning involving business intelligence api development machine learning,Senior,business intelligence api development machine learning involving business intelligence api development machine learning,False
E354,Danielle Smith,AI Research,1.0,,Chennai,"Worked on projects involving TensorFlow, Kubernetes, and Network Security. Delivered solutions for insurance domain.",tensorflow kubernetes network security involving tensorflow kubernetes network security,Junior,tensorflow kubernetes network security involving tensorflow kubernetes network security,False
E355,Phillip Crawford,AI Research,1.8,,Mumbai,"Worked on projects involving Microservices, IoT, and Agile Project Management. Delivered solutions for finance domain.",microservices iot agile management involving microservices iot agile management,Junior,microservices iot agile management involving microservices iot agile management,False
E356,Patricia Stewart,DevOps,12.4,,Pune,"Worked on projects involving Data Lake Implementation, Data Mesh Architecture, and Cloud Security. Delivered solutions for healthcare domain.",data lake implementation data mesh architecture cloud security involving data lake implementation data mesh architecture cloud security,Expert,data lake implementation data mesh architecture cloud security involving data lake implementation data mesh architecture cloud security,False
E357,Mr. Matthew Riley MD,AI Research,14.5,,Chennai,"Worked on projects involving Kubernetes, Agile Project Management, and API Development. Delivered solutions for telecom domain.",kubernetes agile management api development involving kubernetes agile management api development,Expert,kubernetes agile management api development involving kubernetes agile management api development,False
E358,Lori Elliott,DevOps,1.0,,Pune,"Worked on projects involving Terraform, NLP, and Data Lake Implementation. Delivered solutions for telecom domain.",terraform nlp data lake implementation involving terraform nlp data lake implementation,Junior,terraform nlp data lake implementation involving terraform nlp data lake implementation,False
E359,Greg Horne,DevOps,4.1,,Mumbai,"Worked on projects involving Real-time Data Processing, .Net, and GraphQL. Delivered solutions for finance domain.",real-time data processing involving real-time data processing,Mid-Level,real-time data processing involving real-time data processing,False
E360,Jacob Bright,Cloud Engineering,4.2,,Delhi,"Worked on projects involving Cloud Security, Real-time Data Processing, and Machine Learning. Delivered solutions for telecom domain.",cloud security real-time data processing machine learning involving cloud security real-time data processing machine learning,Mid-Level,cloud security real-time data processing machine learning involving cloud security real-time data processing machine learning,False
E361,Robert Carroll,Cybersecurity,2.8,,Delhi,"Worked on projects involving TensorFlow, Data Governance, and Network Security. Delivered solutions for telecom domain.",tensorflow data governance network security involving tensorflow data governance network security,Junior,tensorflow data governance network security involving tensorflow data governance network security,False
E362,Anthony Manning,Cloud Engineering,12.5,,Mumbai,"Worked on projects involving Robotic Process Automation, Data Lake Implementation, and TensorFlow. Delivered solutions for healthcare domain.",robotic process automation data lake implementation tensorflow involving robotic process automation data lake implementation tensorflow,Expert,robotic process automation data lake implementation tensorflow involving robotic process automation data lake implementation tensorflow,False
E363,Charles Wright,Software Development,2.2,,Mumbai,"Worked on projects involving Microservices, Data Visualization, and UI/UX Design. Delivered solutions for retail domain.",microservices data visualization ui/ux design involving microservices data visualization ui/ux design,Junior,microservices data visualization ui/ux design involving microservices data visualization ui/ux design,False
E364,Anthony Roberts,Data Science,2.2,,Mumbai,"Worked on projects involving Mobile Development, Data Warehousing, and Edge Computing. Delivered solutions for telecom domain.",mobile development data warehousing edge computing involving mobile development data warehousing edge computing,Junior,mobile development data warehousing edge computing involving mobile development data warehousing edge computing,False
E365,Duane Hernandez,Cloud Engineering,14.4,,Pune,"Worked on projects involving Java, Container Orchestration, and Big Data. Delivered solutions for healthcare domain.",java container orchestration big data involving java container orchestration big data,Expert,java container orchestration big data involving java container orchestration big data,False
E366,Corey Hart,Cybersecurity,8.5,,Chennai,"Worked on projects involving Agile Project Management, Data Engineering, and NoSQL Database Management. Delivered solutions for insurance domain.",agile management data engineering nosql database management involving agile management data engineering nosql database management,Senior,agile management data engineering nosql database management involving agile management data engineering nosql database management,False
E367,Melissa Snyder,Cybersecurity,1.9,,Pune,"Worked on projects involving .Net, Scrum, and Data Lake Implementation. Delivered solutions for telecom domain.",involving,Junior,involving,False
E368,Valerie Hebert,Cloud Engineering,8.8,,Delhi,"Worked on projects involving Healthcare Analytics, Terraform, and TensorFlow. Delivered solutions for finance domain.",healthcare analytics terraform tensorflow involving healthcare analytics terraform tensorflow,Senior,healthcare analytics terraform tensorflow involving healthcare analytics terraform tensorflow,False
E369,Jennifer Smith,Cybersecurity,14.8,,Mumbai,"Worked on projects involving Scrum, Data Quality Management, and Real-time Data Processing. Delivered solutions for insurance domain.",scrum data quality management real-time data processing involving scrum data quality management real-time data processing,Expert,scrum data quality management real-time data processing involving scrum data quality management real-time data processing,False
E370,Jessica Juarez,Cybersecurity,9.9,,Mumbai,"Worked on projects involving Big Data, PostgreSQL, and Real-time Data Processing. Delivered solutions for retail domain.",big data postgresql real-time data processing involving big data postgresql real-time data processing,Senior,big data postgresql real-time data processing involving big data postgresql real-time data processing,False
E371,Julian White,Software Development,3.5,,Pune,"Worked on projects involving Terraform, NLP, and Scrum. Delivered solutions for finance domain.",terraform nlp scrum involving terraform nlp scrum,Mid-Level,terraform nlp scrum involving terraform nlp scrum,False
E372,James Jarvis,DevOps,3.5,,Chennai,"Worked on projects involving NLP, React, and Big Data. Delivered solutions for telecom domain.",nlp react big data involving nlp react big data,Mid-Level,nlp react big data involving nlp react big data,False
E373,Vincent Castillo,AI Research,7.4,,Chennai,"Worked on projects involving SQL, GraphQL, and Big Data. Delivered solutions for telecom domain.",sql graphql big data involving sql graphql big data,Senior,sql graphql big data involving sql graphql big data,False
E374,Jon Peterson,Software Development,9.2,,Mumbai,"Worked on projects involving IoT, Robotic Process Automation, and UI/UX Design. Delivered solutions for telecom domain.",iot robotic process automation ui/ux design involving iot robotic process automation ui/ux design,Senior,iot robotic process automation ui/ux design involving iot robotic process automation ui/ux design,False
E375,Ronald Knox,DevOps,3.0,,Pune,"Worked on projects involving Cybersecurity, Scrum Methodology, and Agile. Delivered solutions for telecom domain.",cybersecurity scrum methodology agile involving cybersecurity scrum methodology agile,Mid-Level,cybersecurity scrum methodology agile involving cybersecurity scrum methodology agile,False
E376,Kim Roman,Software Development,5.4,,Delhi,"Worked on projects involving GraphQL, Scrum Methodology, and Java. Delivered solutions for finance domain.",graphql scrum methodology java involving graphql scrum methodology java,Mid-Level,graphql scrum methodology java involving graphql scrum methodology java,False
E377,Kayla Wright,DevOps,7.8,,Delhi,"Worked on projects involving GraphQL, Agile, and UI/UX Design. Delivered solutions for healthcare domain.",graphql agile ui/ux design involving graphql agile ui/ux design,Senior,graphql agile ui/ux design involving graphql agile ui/ux design,False
E378,Sheri Mason,Software Development,3.3,,Chennai,"Worked on projects involving Java, Machine Learning, and Data Mesh Architecture. Delivered solutions for telecom domain.",java machine learning data mesh architecture involving java machine learning data mesh architecture,Mid-Level,java machine learning data mesh architecture involving java machine learning data mesh architecture,False
